PF00698	59,176,209
PF12931	93,152,205
PF12932	224,114,99
PF04669	60,118,206
PF16349	75,207,192
PF11911	161,66,196
PF05916	190,186,69
PF12457	185,160,54
PF07842	112,174,228
PF02487	118,205,67
PF07544	189,75,141
PF03179	150,192,55
PF15786	75,66,219
PF01849	199,176,65
PF01929	73,128,210
PF03878	199,226,77
PF04086	155,75,229
PF13445	106,68,219
PF10998	123,207,71
PF08192	113,224,67
PF13959	155,195,83
PF16334	53,93,184
PF08760	208,91,171
PF10408	80,79,203
PF08217	190,81,159
PF15519	189,117,85
PF02298	175,185,70
PF08649	97,223,184
PF08661	220,88,78
PF06991	225,92,153
PF04051	203,81,72
PF04031	126,63,182
PF16123	223,80,207
PF10559	161,191,77
PF05028	212,87,228
PF08426	85,91,206
PF12331	189,84,168
PF02265	180,72,139
PF04142	134,228,109
PF06883	87,74,207
PF12273	56,105,222
PF09724	71,139,218
PF06858	212,203,106
PF08155	147,185,65
PF01214	141,210,60
PF08234	73,197,170
PF03378	205,120,58
PF09803	70,96,197
PF07065	156,101,220
PF11899	56,179,54
PF07798	142,95,229
PF07778	137,226,97
PF09415	157,211,85
PF05859	135,53,189
PF00389	74,145,216
PF05208	109,200,62
PF16987	214,71,127
PF00788	60,214,124
PF04810	184,55,151
PF04811	97,77,179
PF08033	138,70,215
PF04815	211,89,70
PF13299	91,152,196
PF02877	68,159,189
PF12830	225,74,124
PF12765	216,172,78
PF08589	156,196,75
PF15612	210,83,101
PF16297	201,168,69
PF04577	222,143,92
PF08375	206,85,221
PF08581	201,93,135
PF04900	194,58,184
PF05622	83,200,88
PF11735	104,212,160
PF11767	179,168,69
PF11764	226,89,99
PF12589	216,191,73
PF04148	206,83,99
PF01424	228,106,106
PF01422	123,226,66
PF13329	63,202,159
PF09333	195,81,75
PF05189	195,58,220
PF16641	188,218,58
PF08799	76,222,124
PF07743	224,100,160
PF06658	82,197,121
PF00505	162,84,225
PF06068	215,111,80
PF14931	113,54,199
PF14521	226,131,109
PF12400	199,60,107
PF12234	199,88,226
PF10360	63,212,207
PF02892	64,179,172
PF14288	202,132,76
PF02364	59,107,180
PF02330	182,162,80
PF10351	220,103,84
PF10359	199,61,181
PF10347	88,189,159
PF10305	182,70,102
PF10293	201,93,145
PF10344	67,98,197
PF00827	221,206,95
PF13233	146,185,90
PF11176	116,59,181
PF04410	204,84,216
PF14564	54,131,215
PF08318	205,167,69
PF17184	101,204,135
PF04179	214,178,101
PF11968	98,224,205
PF11937	219,129,109
PF01187	176,226,69
PF08161	78,105,197
PF03935	87,221,207
PF04499	183,136,75
PF04695	183,70,198
PF07304	95,212,119
PF01000	192,66,191
PF04376	150,104,218
PF04377	150,219,92
PF04847	72,191,109
PF07938	158,226,90
PF03232	181,85,182
PF03126	122,61,224
PF09444	88,104,223
PF08726	189,75,192
PF08651	204,52,97
PF09329	206,66,182
PF09468	60,203,122
PF12859	207,73,177
PF10602	71,130,213
PF02671	62,219,214
PF08295	224,169,97
PF16879	206,58,67
PF16835	206,224,74
PF10340	45,171,178
PF08605	133,227,101
PF04172	57,227,179
PF00799	199,62,184
PF13405	187,61,101
PF06342	123,187,64
PF16922	71,94,188
PF12720	93,200,84
PF12537	177,102,228
PF12430	56,212,125
PF08656	102,209,226
PF01125	224,160,111
PF13656	211,151,83
PF12254	161,208,102
PF03104	214,90,191
PF00136	211,73,187
PF08996	206,174,92
PF01900	227,80,93
PF05460	217,190,87
PF09384	82,217,156
PF08690	208,87,60
PF16796	226,227,61
PF02732	142,221,94
PF07575	197,88,67
PF11559	94,188,195
PF03051	137,225,111
PF14475	99,115,226
PF08208	107,93,221
PF04194	222,168,73
PF04937	53,210,108
PF01159	181,76,87
PF08202	66,79,182
PF11416	222,69,174
PF17409	66,187,206
PF10703	54,196,53
PF09796	154,204,67
PF02205	70,207,173
PF09774	72,200,109
PF05176	192,68,103
PF02752	188,161,55
PF09072	178,77,188
PF10233	184,81,109
PF06249	149,50,196
PF04263	78,186,106
PF08114	87,191,163
PF16155	74,125,201
PF00360	200,65,113
PF08446	73,202,198
PF10494	203,99,225
PF08672	181,85,73
PF08636	88,186,109
PF10373	173,56,179
PF05390	57,229,102
PF04387	178,98,199
PF02493	178,81,84
PF00705	130,183,65
PF02747	192,98,82
PF03911	75,210,132
PF12922	105,108,222
PF10496	218,101,224
PF12709	213,184,75
PF04083	119,87,203
PF08631	205,92,69
PF07039	68,208,165
PF09793	181,118,87
PF00235	204,74,97
PF12351	227,113,179
PF01412	63,144,226
PF08101	46,47,186
PF16205	182,76,178
PF15402	72,195,99
PF08317	164,100,209
PF15577	73,189,157
PF03101	59,185,191
PF08219	77,190,229
PF16717	181,62,73
PF09768	70,55,188
PF00536	201,194,68
PF08911	191,162,61
PF08606	85,193,99
PF14613	172,105,220
PF01294	201,207,56
PF03902	200,137,97
PF14438	189,87,146
PF12717	199,83,52
PF03645	154,209,77
PF16313	147,83,182
PF04931	164,202,56
PF04158	88,217,120
PF06155	85,102,181
PF17284	179,183,87
PF11312	213,76,216
PF13824	79,195,135
PF15411	185,66,123
PF01777	78,194,49
PF08738	148,190,94
PF08718	160,65,224
PF10441	191,196,49
PF04446	93,197,213
PF07956	229,207,84
PF08170	192,56,214
PF06978	210,139,60
PF16797	106,202,62
PF12325	200,58,196
PF12329	64,200,113
PF05891	228,123,76
PF13881	206,159,94
PF07767	70,187,112
PF10281	183,125,80
PF00645	202,190,97
PF05183	65,184,56
PF10058	73,74,212
PF02636	200,62,145
PF01293	82,176,215
PF10345	229,147,106
PF06087	188,104,50
PF09729	145,68,191
PF04182	181,121,49
PF08969	188,112,84
PF04258	84,212,93
PF01991	196,186,86
PF13336	85,204,179
PF02550	212,99,181
PF10175	113,202,89
PF12230	66,141,182
PF05693	88,87,215
PF04049	181,61,165
PF13136	84,84,197
PF13741	82,116,227
PF02935	89,144,211
PF03311	104,215,190
PF14388	77,208,126
PF01251	217,126,89
PF05502	84,108,210
PF17004	224,96,114
PF08492	203,158,77
PF15460	203,113,82
PF09749	157,207,81
PF02137	222,109,209
PF10358	130,88,228
PF14611	182,57,58
PF01776	220,121,61
PF13894	67,196,127
PF00635	104,126,222
PF12330	199,180,72
PF04081	87,215,157
PF10585	219,137,81
PF09358	93,94,193
PF03456	81,183,210
PF02141	212,174,53
PF03455	198,96,226
PF06159	85,226,193
PF06916	73,196,202
PF08571	225,207,93
PF01218	212,74,181
PF09127	63,118,223
PF04006	181,119,49
PF01868	224,128,65
PF01974	208,95,120
PF05625	136,70,188
PF08943	198,67,138
PF13933	198,192,68
PF07689	65,131,198
PF06745	105,74,229
PF05962	148,206,70
PF07075	180,52,85
PF06779	225,188,88
PF11268	65,68,182
PF07063	201,82,162
PF16976	91,87,194
PF14026	115,66,182
PF03481	181,212,84
PF01011	223,77,129
PF14508	192,73,172
PF10566	98,202,125
PF14509	65,191,142
PF17201	216,168,68
PF03888	97,222,190
PF10759	105,222,162
PF10905	98,171,202
PF00430	207,72,187
PF06629	179,100,47
PF16221	56,152,215
PF16254	152,56,219
PF02568	186,79,88
PF16450	192,205,76
PF05639	78,185,111
PF09947	179,68,64
PF15608	83,193,81
PF11202	159,99,218
PF06418	90,189,145
PF11382	83,126,195
PF11271	86,204,101
PF11847	80,195,124
PF03752	177,201,75
PF16757	228,104,166
PF02962	67,134,222
PF09076	161,199,93
PF04015	167,219,87
PF03160	179,76,146
PF13548	169,87,212
PF00119	220,117,57
PF05656	134,228,60
PF14273	82,54,217
PF09323	150,83,205
PF05360	119,191,75
PF12275	216,201,99
PF13749	216,98,162
PF08328	119,213,90
PF03350	138,101,221
PF14041	191,177,64
PF08299	223,151,101
PF00308	188,76,147
PF02096	68,199,166
PF04862	183,214,82
PF03119	72,96,228
PF06826	78,101,193
PF09818	224,114,112
PF13313	80,65,204
PF00595	227,148,69
PF12727	153,200,50
PF05431	220,210,93
PF02293	58,173,209
PF00161	198,167,60
PF01874	76,140,182
PF13217	99,208,72
PF06725	78,200,107
PF06101	169,81,208
PF08906	186,86,153
PF13421	91,194,53
PF14237	123,212,85
PF16264	57,197,52
PF01951	90,212,115
PF05013	193,90,133
PF03088	188,82,202
PF00045	73,220,66
PF10722	217,55,72
PF07755	147,74,183
PF17396	217,182,106
PF16586	93,198,144
PF16827	212,148,101
PF11731	149,55,191
PF16321	200,98,224
PF12587	210,75,92
PF13930	201,64,141
PF11272	93,188,183
PF02013	120,192,60
PF12893	191,119,51
PF01338	100,203,223
PF13730	149,101,210
PF14256	138,218,66
PF11308	60,177,180
PF00670	104,215,163
PF14258	56,113,206
PF02482	104,228,126
PF04306	202,219,65
PF09971	223,91,110
PF10371	140,205,57
PF13484	155,190,93
PF09338	88,185,179
PF07355	168,200,54
PF03786	193,50,168
PF05651	187,87,79
PF03374	211,184,62
PF08357	75,215,227
PF07963	116,101,204
PF08334	222,106,205
PF03934	84,179,210
PF05134	76,88,182
PF04612	192,85,140
PF09630	207,173,94
PF10947	78,147,228
PF08840	216,133,107
PF12773	195,86,197
PF14526	57,73,185
PF09348	55,217,90
PF12073	59,165,202
PF07371	63,172,193
PF13582	120,210,54
PF03705	51,183,167
PF05343	201,153,60
PF05299	164,76,201
PF08667	109,100,225
PF11349	97,204,228
PF10698	91,178,222
PF13661	85,225,116
PF01348	201,83,79
PF17137	58,211,220
PF16103	227,66,66
PF09685	79,193,151
PF12261	87,183,155
PF11175	50,184,63
PF00354	105,199,86
PF11208	142,187,57
PF06865	210,103,95
PF02359	177,69,196
PF08009	70,85,182
PF00274	79,181,68
PF16760	81,191,135
PF12502	197,64,183
PF02332	150,71,202
PF15649	194,80,72
PF17318	71,147,223
PF15526	225,146,99
PF14076	176,87,229
PF01094	112,69,183
PF04443	87,119,225
PF04218	69,212,74
PF03864	207,62,171
PF07411	180,105,74
PF01628	216,106,202
PF03425	81,220,213
PF13224	78,104,185
PF09852	196,211,91
PF07087	195,210,74
PF11574	181,129,89
PF10969	208,79,183
PF01129	186,132,71
PF06347	77,50,191
PF14102	56,185,111
PF14025	219,174,89
PF14275	198,65,152
PF02643	212,96,201
PF00889	69,212,85
PF01765	187,123,85
PF10939	72,199,54
PF10946	207,60,107
PF10620	186,51,123
PF06833	100,226,186
PF09826	187,75,50
PF09862	218,111,229
PF07615	88,198,165
PF16980	208,95,212
PF08305	80,150,220
PF13174	184,86,76
PF04505	156,80,223
PF02130	53,183,58
PF02788	98,195,211
PF00016	64,188,210
PF09969	222,93,57
PF10092	155,66,214
PF12837	190,100,223
PF13781	221,184,96
PF03118	87,91,186
PF10706	146,57,222
PF11266	67,60,219
PF14249	204,185,91
PF05768	84,113,179
PF02679	167,194,96
PF04076	159,62,203
PF02498	181,86,159
PF10978	203,73,217
PF11918	57,184,109
PF02649	69,88,189
PF03130	194,75,159
PF05443	139,65,178
PF05709	110,76,197
PF09586	208,121,74
PF06868	53,211,155
PF13616	212,56,169
PF01637	110,148,222
PF03644	165,220,67
PF12476	197,57,100
PF08453	179,70,187
PF05708	188,91,163
PF12810	80,190,176
PF10994	64,206,144
PF07751	198,71,214
PF05419	207,86,195
PF09617	105,205,68
PF09536	215,159,85
PF04296	97,174,225
PF14403	80,222,92
PF12876	74,159,207
PF06695	222,144,67
PF07302	207,79,213
PF02041	71,166,219
PF14512	94,180,52
PF07394	199,225,81
PF08811	224,78,142
PF01382	211,90,133
PF08903	83,110,203
PF10110	225,113,63
PF04085	107,78,201
PF12597	193,66,67
PF04970	61,189,196
PF07555	93,78,179
PF14449	189,194,67
PF11775	171,206,93
PF06213	163,64,220
PF08406	56,188,147
PF03318	78,197,217
PF02646	227,98,163
PF08123	69,82,219
PF15531	199,82,127
PF12010	200,91,199
PF08478	99,208,60
PF03799	90,132,180
PF02239	210,71,150
PF14242	94,121,206
PF15646	184,62,189
PF07866	204,66,149
PF02368	76,217,178
PF12142	85,191,148
PF04883	175,70,197
PF12687	228,101,84
PF05872	168,80,185
PF12800	195,55,123
PF10547	57,72,203
PF06666	65,194,98
PF16157	52,113,185
PF04224	204,52,103
PF09983	85,61,194
PF11940	78,87,221
PF17432	119,96,201
PF01862	223,110,205
PF14247	191,140,66
PF12215	196,208,81
PF04685	57,228,185
PF14461	204,58,103
PF15589	214,175,103
PF13597	212,80,212
PF03948	182,149,64
PF01281	66,147,191
PF01250	99,124,206
PF12120	52,202,71
PF01320	88,174,225
PF10131	182,76,95
PF09284	68,180,199
PF01643	168,214,70
PF03993	202,60,186
PF04267	50,197,77
PF15919	104,205,86
PF08937	222,84,105
PF04268	62,214,95
PF01339	226,68,222
PF13596	205,93,217
PF05816	74,70,179
PF10739	197,108,51
PF02823	195,56,129
PF00231	226,113,128
PF16387	66,208,169
PF16229	187,61,86
PF07968	170,196,89
PF08861	218,102,174
PF08862	224,98,148
PF06168	168,210,103
PF04457	181,73,149
PF02329	76,190,180
PF11769	193,87,222
PF11259	92,108,192
PF10105	96,64,185
PF07301	71,226,222
PF13860	135,90,185
PF14567	88,214,135
PF00030	220,83,125
PF12870	216,204,78
PF12276	81,180,132
PF06452	73,155,206
PF05096	158,210,79
PF06067	64,153,193
PF16031	91,156,211
PF00572	126,84,184
PF06616	225,88,214
PF13320	192,151,90
PF04384	211,82,59
PF11856	221,189,83
PF06119	183,118,84
PF03080	69,146,215
PF14502	208,75,78
PF14503	220,93,130
PF00874	72,210,205
PF10941	96,196,80
PF10797	164,218,108
PF09137	200,71,227
PF04439	190,95,93
PF07646	64,204,182
PF14362	92,206,226
PF07382	148,50,187
PF11855	197,94,205
PF02952	206,96,82
PF11824	93,205,203
PF13686	218,70,162
PF10006	53,127,179
PF00036	118,68,189
PF04008	180,53,63
PF10520	180,89,99
PF15780	179,194,53
PF08401	185,211,76
PF05284	198,140,92
PF02924	65,190,197
PF03979	181,49,100
PF13240	189,93,142
PF14335	101,187,212
PF14302	164,68,206
PF11042	100,198,67
PF09588	180,140,63
PF15892	221,109,176
PF06541	73,226,227
PF06684	186,50,86
PF03500	91,61,191
PF13282	104,216,68
PF00839	68,208,67
PF11997	112,179,85
PF01972	225,73,183
PF01847	207,173,100
PF12642	115,79,186
PF05706	155,189,72
PF07881	74,192,166
PF07882	195,88,118
PF17164	214,92,63
PF11222	52,79,181
PF13438	228,106,127
PF14137	60,215,140
PF11398	201,187,65
PF04102	206,77,200
PF01165	106,111,227
PF04940	89,185,156
PF10686	177,94,224
PF14890	182,53,144
PF14528	97,101,195
PF04011	51,110,195
PF03984	163,78,213
PF00061	132,216,59
PF12692	227,63,127
PF09928	219,105,99
PF05230	101,96,205
PF08535	195,80,175
PF13194	112,182,47
PF02073	181,81,92
PF01193	187,56,169
PF08019	89,124,214
PF06450	213,174,90
PF03573	73,170,186
PF08269	82,190,201
PF03266	49,195,51
PF13031	166,194,80
PF07826	152,95,209
PF12957	90,195,192
PF06166	83,177,216
PF12832	211,87,177
PF11850	197,86,195
PF00959	144,229,109
PF11199	102,195,74
PF03691	68,54,199
PF08673	109,72,185
PF16338	213,60,112
PF11950	199,56,55
PF14340	119,210,64
PF06496	220,142,94
PF03534	220,177,91
PF11021	95,207,163
PF13226	82,193,190
PF16126	86,135,227
PF10783	89,119,204
PF13567	180,124,52
PF07472	162,59,206
PF16396	163,190,61
PF11805	170,203,87
PF09619	194,210,80
PF16930	76,192,84
PF09694	155,197,81
PF13509	62,185,141
PF09945	85,177,186
PF11345	227,79,85
PF12483	120,190,90
PF10088	87,186,183
PF09517	66,107,188
PF04586	137,98,221
PF03237	104,80,188
PF08349	196,73,104
PF04773	186,67,139
PF16220	72,211,78
PF10013	52,165,193
PF07606	201,92,209
PF12905	184,59,216
PF17451	47,111,181
PF04305	49,129,189
PF14353	136,107,221
PF13248	50,185,198
PF12345	88,191,80
PF12641	101,181,74
PF11225	83,226,200
PF07215	99,110,214
PF11535	201,66,181
PF15595	131,106,214
PF12633	147,217,99
PF07675	57,194,75
PF03899	223,65,100
PF16317	209,159,76
PF06054	219,68,98
PF05913	145,216,105
PF05525	192,58,193
PF07274	67,129,184
PF08774	83,94,227
PF06053	107,59,216
PF12439	185,60,48
PF06675	80,178,52
PF16327	131,77,205
PF03918	96,112,219
PF13941	84,227,75
PF06941	160,226,94
PF02406	203,203,93
PF04126	206,185,57
PF04450	80,192,148
PF11667	81,167,206
PF07242	183,55,187
PF05569	60,182,225
PF13403	204,71,78
PF08379	224,108,64
PF07099	152,71,204
PF02399	108,50,190
PF16154	78,104,193
PF02700	213,67,56
PF09492	181,70,124
PF12306	60,198,89
PF10634	88,213,205
PF00142	196,97,135
PF00148	55,115,187
PF08905	141,225,72
PF15609	190,132,51
PF12500	174,101,228
PF14206	97,75,202
PF06855	83,201,171
PF12669	111,78,186
PF00379	65,88,187
PF06282	103,213,157
PF09017	89,169,180
PF15605	192,81,171
PF03869	55,216,148
PF11730	60,205,133
PF09686	208,88,221
PF14338	105,205,86
PF05226	56,84,183
PF00825	204,88,61
PF06035	174,221,107
PF16448	50,58,191
PF16184	81,123,181
PF07250	97,202,133
PF08341	160,74,200
PF07610	91,185,63
PF09529	205,205,98
PF02730	220,87,59
PF01314	218,96,225
PF13710	52,188,189
PF17167	95,197,117
PF06165	72,185,104
PF14499	62,191,117
PF11697	78,218,154
PF05548	62,80,197
PF04093	211,130,80
PF10030	100,185,82
PF03937	72,197,81
PF06351	197,96,94
PF09670	74,146,180
PF06532	100,222,119
PF11136	180,48,169
PF09913	187,70,214
PF04404	221,96,183
PF09970	195,52,55
PF05861	85,157,196
PF05845	69,116,182
PF06971	79,177,214
PF03123	56,199,139
PF04168	190,83,80
PF04928	181,59,163
PF03837	98,53,184
PF10899	78,159,192
PF04245	64,133,190
PF11187	93,196,98
PF14262	223,70,93
PF04295	187,77,165
PF08714	184,58,156
PF09622	83,191,63
PF12256	91,183,88
PF10910	198,85,197
PF11533	201,74,198
PF08359	88,180,51
PF13811	88,156,204
PF06906	85,122,217
PF01375	226,155,105
PF00669	97,198,187
PF00700	98,216,202
PF12982	174,194,71
PF01697	213,88,202
PF12411	107,193,96
PF07298	192,67,107
PF13144	197,162,67
PF10354	206,119,90
PF14323	177,68,199
PF16216	214,206,102
PF08795	81,211,114
PF00515	193,73,189
PF05671	224,82,138
PF16295	219,75,87
PF13431	176,191,72
PF06007	197,114,65
PF08823	88,129,213
PF17248	102,179,88
PF01881	78,184,213
PF15655	67,207,98
PF03662	64,180,188
PF01343	66,189,168
PF06904	158,179,61
PF06596	75,85,196
PF05823	158,75,202
PF14414	206,66,71
PF16111	121,81,181
PF03022	183,91,178
PF16945	215,203,95
PF02435	115,197,74
PF02659	214,151,96
PF07679	57,191,95
PF01416	202,60,168
PF01196	93,225,129
PF13287	131,65,183
PF12555	209,181,71
PF00963	210,151,71
PF08329	221,110,145
PF09609	98,111,219
PF13362	91,118,203
PF06564	86,210,92
PF12732	215,106,152
PF08888	195,227,71
PF12576	63,211,90
PF14119	66,181,206
PF13488	59,188,66
PF06624	86,97,182
PF14158	156,86,207
PF10102	70,204,112
PF13731	68,226,122
PF09406	124,81,215
PF12008	184,54,63
PF14358	225,94,139
PF12682	227,112,160
PF11949	197,69,181
PF11953	98,211,97
PF07295	195,58,78
PF08874	211,61,92
PF12395	71,171,195
PF05751	195,122,86
PF01745	176,226,65
PF09966	80,75,207
PF11295	223,182,62
PF07835	116,74,210
PF04018	80,191,205
PF09449	166,88,184
PF11862	186,152,63
PF12733	92,187,218
PF07235	110,204,68
PF14017	182,211,95
PF11784	85,95,220
PF03486	168,217,93
PF08722	82,106,180
PF15617	83,181,70
PF14305	84,206,149
PF14457	94,189,154
PF06397	62,73,202
PF03818	87,192,178
PF03817	111,89,208
PF03083	224,63,179
PF02527	63,147,188
PF08870	134,201,100
PF11655	88,189,90
PF07166	227,93,228
PF16261	150,82,179
PF03648	59,184,182
PF10571	88,107,218
PF11534	85,218,126
PF06634	103,59,185
PF03222	201,50,133
PF06434	99,199,218
PF11791	92,160,188
PF06175	112,226,180
PF11638	146,71,194
PF06234	204,150,102
PF11185	53,198,85
PF02917	70,136,192
PF14213	105,190,76
PF04122	60,76,198
PF15899	56,66,206
PF08670	92,179,195
PF13274	82,151,179
PF13115	89,207,78
PF06525	70,183,216
PF06560	192,87,50
PF05035	168,106,220
PF17158	110,222,194
PF16095	207,98,166
PF08477	86,216,97
PF13395	63,171,188
PF02830	99,206,89
PF10053	202,67,97
PF12389	181,162,76
PF15657	197,59,107
PF01744	61,124,183
PF11692	201,99,64
PF15594	86,179,85
PF13886	108,168,217
PF05481	70,207,95
PF07746	228,82,150
PF02415	174,90,216
PF09374	66,121,224
PF13189	191,76,89
PF08878	191,219,69
PF14597	174,77,205
PF16565	181,97,83
PF13337	70,157,209
PF02551	101,205,227
PF08685	95,71,214
PF06750	201,53,53
PF05157	187,64,130
PF13148	174,209,70
PF06627	209,120,101
PF14306	216,166,86
PF12799	73,220,64
PF10421	71,183,184
PF15916	76,179,78
PF11335	116,181,76
PF10648	182,88,195
PF03629	133,63,211
PF12248	74,210,65
PF10991	152,67,203
PF10926	219,226,58
PF04775	101,188,57
PF17434	73,133,178
PF16841	65,94,183
PF17410	76,209,87
PF08803	96,198,74
PF11211	86,100,228
PF14196	198,80,189
PF02611	186,73,160
PF09819	207,68,78
PF16751	186,82,191
PF12324	227,85,120
PF08902	97,218,102
PF13197	189,191,60
PF07642	88,183,106
PF09549	150,190,62
PF17230	194,217,82
PF14187	82,157,212
PF14188	201,102,213
PF08668	83,76,227
PF05015	169,179,75
PF15956	54,193,107
PF03379	72,180,92
PF11376	221,178,92
PF03161	228,199,91
PF05987	57,188,80
PF07837	227,95,126
PF02971	202,56,124
PF17338	69,221,197
PF03063	117,101,206
PF09955	120,190,73
PF11902	84,219,228
PF12291	122,101,222
PF09831	183,73,159
PF11306	67,149,182
PF09839	75,203,108
PF13429	193,63,51
PF04796	83,90,224
PF14174	221,103,66
PF09991	123,225,73
PF13739	127,67,214
PF02923	186,71,124
PF11761	90,184,83
PF11275	183,86,190
PF13884	82,169,218
PF13182	65,198,129
PF01901	202,61,195
PF17252	187,64,73
PF17301	140,74,201
PF13208	54,204,107
PF15615	83,224,86
PF03613	109,205,73
PF03609	49,196,59
PF03830	66,123,185
PF02951	196,75,96
PF00934	70,215,124
PF06545	196,90,185
PF14236	62,140,221
PF10569	113,205,229
PF13776	181,201,77
PF04417	226,223,73
PF08362	208,186,82
PF01880	185,74,142
PF05658	82,190,101
PF04173	56,216,163
PF05119	72,196,164
PF01696	216,117,79
PF12225	142,64,190
PF09828	208,138,73
PF05161	224,222,98
PF05612	100,193,208
PF00302	80,204,103
PF12847	187,69,193
PF14336	191,80,206
PF12358	216,55,54
PF10387	196,147,55
PF10228	52,184,202
PF14891	94,120,227
PF03577	89,206,57
PF01950	66,83,186
PF09864	67,57,190
PF06476	197,209,83
PF07554	59,158,187
PF10817	87,192,151
PF09355	64,189,172
PF08332	212,215,66
PF10005	208,60,168
PF09000	142,72,196
PF03502	67,132,190
PF02210	89,99,182
PF13801	204,215,92
PF17202	77,206,151
PF12869	114,91,218
PF06048	200,217,60
PF10412	97,180,77
PF17236	71,207,142
PF14360	70,146,211
PF08882	215,63,93
PF06152	78,205,138
PF11617	222,74,168
PF16013	105,173,227
PF02474	102,214,54
PF11391	211,70,200
PF11876	118,184,64
PF12715	90,219,122
PF11390	223,200,75
PF10865	193,187,95
PF13690	55,220,212
PF02895	58,66,181
PF07865	74,155,208
PF11429	187,48,114
PF02494	90,204,199
PF07559	206,66,228
PF14870	188,81,115
PF15535	199,118,60
PF17200	192,78,228
PF02664	92,224,202
PF03090	190,226,61
PF11146	86,189,142
PF14261	66,53,182
PF09204	88,210,109
PF06149	59,76,200
PF15656	68,213,169
PF10738	208,186,102
PF16466	67,49,191
PF12293	94,99,221
PF14871	208,206,84
PF07044	92,198,159
PF10106	185,168,59
PF13296	127,84,191
PF02932	226,117,101
PF10399	111,137,228
PF14488	95,208,184
PF07275	66,205,177
PF16896	56,71,182
PF12318	191,116,69
PF10546	61,188,74
PF11064	183,108,75
PF10003	106,208,77
PF08753	185,81,131
PF04976	206,147,88
PF03848	70,141,213
PF04966	188,181,83
PF11959	194,53,73
PF00028	169,219,78
PF08747	107,100,226
PF16509	225,145,82
PF12648	61,184,113
PF14114	218,170,91
PF03498	85,82,179
PF14566	70,142,226
PF17269	56,104,211
PF06131	95,116,210
PF15606	105,212,197
PF04634	108,195,218
PF08859	64,212,111
PF10098	90,121,182
PF08497	213,62,176
PF11842	150,205,88
PF14537	143,227,87
PF07638	53,167,200
PF03787	157,209,52
PF01051	54,178,163
PF12437	87,166,212
PF02663	98,204,117
PF02614	47,180,176
PF09388	188,111,63
PF07457	124,206,68
PF10949	50,178,194
PF04587	98,154,218
PF10263	211,76,66
PF09976	70,194,131
PF14470	52,199,115
PF03100	224,90,128
PF13225	227,82,90
PF04221	215,96,77
PF06277	225,98,219
PF01289	93,223,161
PF03682	206,55,146
PF11875	78,72,178
PF14751	86,199,126
PF11329	208,88,86
PF09413	177,72,192
PF13441	221,63,58
PF00965	91,225,121
PF15542	80,157,203
PF14107	124,64,226
PF14707	57,67,223
PF14312	220,80,189
PF10988	112,68,229
PF02069	60,182,210
PF12779	175,77,201
PF15868	220,78,181
PF04070	135,85,187
PF16914	97,207,98
PF08887	87,188,101
PF07386	62,130,189
PF09274	165,219,61
PF11922	197,181,50
PF10691	108,70,186
PF05707	59,184,216
PF03977	214,174,93
PF11746	55,223,59
PF00419	167,200,70
PF06958	209,185,77
PF17148	105,217,142
PF08980	89,195,155
PF00101	103,135,219
PF02412	189,81,146
PF15599	224,68,60
PF12300	107,218,221
PF08461	87,152,226
PF06597	222,179,79
PF04381	211,130,94
PF00094	62,172,208
PF03390	192,160,88
PF12315	200,185,90
PF12694	74,130,216
PF03924	75,175,195
PF12857	209,67,125
PF00280	192,67,137
PF07014	81,188,194
PF14253	194,78,100
PF04174	101,180,62
PF02389	160,191,77
PF16296	185,87,157
PF09939	226,112,162
PF16703	177,204,86
PF13525	135,83,203
PF16331	219,57,214
PF04052	51,203,190
PF01618	171,195,84
PF13467	214,147,90
PF14328	86,102,181
PF10071	73,188,84
PF00057	221,208,101
PF10951	58,203,221
PF13237	174,91,190
PF14315	180,170,68
PF03212	146,81,217
PF13281	177,227,65
PF05229	96,93,224
PF15962	49,72,181
PF14584	179,194,75
PF06462	143,203,100
PF08206	85,189,186
PF03173	179,86,134
PF03174	77,206,66
PF02974	48,125,187
PF17199	67,212,228
PF12255	75,178,183
PF12721	201,101,79
PF03392	72,179,147
PF09838	62,75,209
PF16886	62,207,104
PF13555	103,67,185
PF14367	81,192,196
PF17249	136,79,196
PF17342	213,71,104
PF14080	199,61,120
PF07523	194,72,62
PF08915	97,211,138
PF14088	71,123,185
PF02472	90,154,189
PF13557	110,62,192
PF10065	94,84,215
PF11722	69,172,180
PF14168	96,141,215
PF17261	133,61,209
PF04241	109,73,199
PF09671	190,224,106
PF16888	90,217,137
PF17279	198,207,96
PF04740	83,164,195
PF08479	99,69,180
PF17287	66,192,58
PF03865	110,71,215
PF08975	131,198,84
PF11759	60,121,209
PF15601	111,112,226
PF06662	207,118,69
PF02313	220,63,184
PF02300	108,222,161
PF07369	193,93,114
PF04214	57,155,226
PF12651	96,92,196
PF15937	107,71,182
PF07704	174,203,82
PF05292	217,77,189
PF17408	106,65,223
PF08849	105,215,141
PF10054	48,178,182
PF09907	169,190,88
PF11354	83,138,204
PF10874	72,177,180
PF09863	150,194,66
PF16145	85,216,219
PF14272	91,71,193
PF14189	61,225,101
PF12544	187,67,150
PF03788	51,191,185
PF01992	88,197,205
PF17411	78,130,179
PF06146	193,99,211
PF03652	212,72,143
PF09552	200,114,90
PF13103	59,109,179
PF06160	218,201,69
PF02501	113,183,65
PF11612	206,62,155
